,title,description,ingredients,instructions,rating_stars,review_count,photo_url,total_time_minutes,url
27,Mother's Banana Bread,This is an old recipe that belonged to my mother.  I've been making this bread since I was a teenager.  At a candy striper bake sale a doctor bought this bread and said that this was the best banana bread that he had tasted.,"['1 3/4 cups all-purpose flour', '2 teaspoons baking powder', '1/4 teaspoon baking soda', '1/2 teaspoon salt', '2/3 cup white sugar', '1/3 cup butter, softened', '2 eggs', '1 cup mashed banana', '1/2 cup chopped walnuts']","['Grease an 8x4 inch loaf pan. Preheat oven to 350 degrees F (175 degrees C).', 'In a large mixing bowl, sift together flour, baking powder, baking soda, salt, and sugar. Add butter, eggs, nuts, and mashed banana. Beat until well blended.', 'Pour batter into prepared pan and bake about 1 hour, or until a toothpick inserted in the center of the loaf comes out clean.']",4.45,219,http://images.media-allrecipes.com/userphotos/560x315/1032660.jpg,75,http://allrecipes.com/Recipe/6690/
28,Pumpernickel Bread I,This recipe makes a loaf that is not the very heavy textured bread made from the book that comes with the bread machine.,"['1 1/2 cups warm milk', '1 1/2 tablespoons vegetable oil', '3 tablespoons molasses', '2 1/2 cups bread flour', '1 cup rye flour', '1/3 cup cornmeal', '1 teaspoon salt', '1 3/4 teaspoons active dry yeast', '3 tablespoons unsweetened cocoa powder']","['Place ingredients into the bread machine in order suggested by the manufacturer.', 'Use the Light Crust or Whole Wheat settings. Start the machine.']",3.83,13,http://images.media-allrecipes.com/userphotos/250x250/975243.jpg,0,http://allrecipes.com/Recipe/6691/
29,Buttermilk Bread I,This is a great bread recipe for your bread machine.  It's easy and very good.,"['1 1/2 cups buttermilk', '1 1/2 tablespoons margarine', '2 tablespoons white sugar', '1 teaspoon salt', '3 cups bread flour', '1 1/3 cups whole wheat flour', '2 1/4 teaspoons active dry yeast']","['Place buttermilk, butter or margarine, sugar, salt, flour, whole wheat flour, and yeast into pan of bread machine.', 'Bake on White Bread setting. Cool on wire racks before slicing.']",3.79,37,http://images.media-allrecipes.com/userphotos/560x315/4460345.jpg,0,http://allrecipes.com/Recipe/6693/
30,Sun Dried Tomato Focaccia,"This isn't just a bread, it's a meal - chewy foccacia with a cheese topping.","['1 cup water', '3 cups bread flour', '2 tablespoons dry milk powder', '3 1/2 tablespoons white sugar', '1 teaspoon salt', '3 tablespoons margarine', '2 teaspoons active dry yeast', '1/2 cup chopped sun-dried tomatoes', '2 tablespoons olive oil', '2 tablespoons Parmesan cheese', '2 teaspoons dried rosemary, crushed', '1 teaspoon garlic salt', '1 cup shredded mozzarella cheese']","['Place water, flour, powdered milk, sugar, salt, butter or margarine, tomatoes, and yeast into bread machine in the order suggested by the manufacturer. Set to Dough cycle, and start the machine. Dough will be 1/2 pound.', 'When the bread machine has finished the Dough cycle, take the dough out. Knead for 1 minute by hand. Place in an oiled bowl, and turn a few times to coat the surface of the dough. Cover with a damp cloth, and let rise for 15 minutes in a warm place.', 'Dust a 10 x 15 inch baking tray with cornmeal. Roll out dough to fit the pan. Make indentations in the dough with your finger tips. Brush top surface with oil, and cover with a damp cloth. Allow to rise for 30 minutes.', 'Sprinkle with parmesan, rosemary, garlic salt, and mozzarella.', 'Bake at 400 degree F (205 degrees C) for 15 minutes, or until nicely browned. Cool slightly, and cut into squares for serving.']",4.36,46,http://images.media-allrecipes.com/userphotos/250x250/259396.jpg,0,http://allrecipes.com/Recipe/6692/
31,Michell Jenny's Challah,This our family favorite. The recipe was a gift from my best friend.,"['7/8 cup water', '1/2 tablespoon salt', '1/4 cup honey', '2 eggs', '1/4 cup butter, melted', '4 cups all-purpose flour', '2 teaspoons active dry yeast']","['Place water, salt, honey, eggs, melted butter or margarine, flour, and yeast in order given into the bread machine. Set the machine to Dough cycle, and start.', 'Remove dough from the machine after first rising. Divide dough into three or four equal pieces. Braid the pieces, and tuck the ends under; pinch to seal. Place on a greased baking tray. This bread can also be made in a 9 x 5 inch greased loaf pan. Allow to rise until doubled in size.', 'Preheat oven to 350 degrees F (175 degrees C).', 'Bake in preheated oven until the crust is a deep golden brown, about 35 to 45 minutes.']",4.73,76,http://images.media-allrecipes.com/userphotos/250x250/342995.jpg,185,http://allrecipes.com/Recipe/6694/
32,Potato Bread I,Bread machine recipe.  White bread with some wholesome ingredients.,"['3/4 cup water', '2/3 cup instant mashed potato flakes', '1 egg', '2 tablespoons margarine', '2 tablespoons white sugar', '1/4 cup dry milk powder', '1 teaspoon salt', '3 cups bread flour', '1 1/2 teaspoons active dry yeast']","['Add ingredients to bread machine in order suggested by the manufacturer. Add enough water to make a firm dough; use less if leftover potatoes are used.', 'Bake at regular bread cycle.']",4.11,14,http://images.media-allrecipes.com/userphotos/560x315/1363429.jpg,0,http://allrecipes.com/Recipe/6695/
33,Delicious Pumpkin Bread,"Got this recipe from my mom. It is a pretty good recipe, and can be made with canned or fresh pumpkin. One half cup raisins may be substituted for the nuts.","['3 1/4 cups all-purpose flour', '3 cups white sugar', '2 teaspoons baking soda', '1 1/2 teaspoons salt', '1 teaspoon ground nutmeg', '1 teaspoon ground cinnamon', '2 cups solid pack pumpkin puree', '2/3 cup water', '1 cup vegetable oil', '4 eggs', '1/2 cup chopped walnuts (optional)']","['Grease and flour three 7 x 3 inch pans. Preheat oven to 350 degrees F (175 degrees C).', 'Measure flour, sugar, baking soda, salt, and spices into a large bowl. Stir to blend. Add pumpkin, water, vegetable oil, eggs, and nuts. Beat until well combined. Pour batter into prepared pans.', 'Bake for approximately 1 hour.']",4.75,537,http://images.media-allrecipes.com/userphotos/560x315/780123.jpg,70,http://allrecipes.com/Recipe/6697/
34,Mom's Zucchini Bread,"Really, really good and moist- my kids eat it as quickly as I can make it.  Bread will freeze well, and keep in refrigerator for weeks.","['3 cups all-purpose flour', '1 teaspoon salt', '1 teaspoon baking soda', '1 teaspoon baking powder', '1 tablespoon ground cinnamon', '3 eggs', '1 cup vegetable oil', '2 1/4 cups white sugar', '3 teaspoons vanilla extract', '2 cups grated zucchini', '1 cup chopped walnuts']","['Grease and flour two 8 x 4 inch pans. Preheat oven to 325 degrees F (165 degrees C).', 'Sift flour, salt, baking powder, soda, and cinnamon together in a bowl.', 'Beat eggs, oil, vanilla, and sugar together in a large bowl. Add sifted ingredients to the creamed mixture, and beat well. Stir in zucchini and nuts until well combined. Pour batter into prepared pans.', 'Bake for 40 to 60 minutes, or until tester inserted in the center comes out clean. Cool in pan on rack for 20 minutes. Remove bread from pan, and completely cool.']",4.76,6304,http://images.media-allrecipes.com/userphotos/560x315/1037957.jpg,100,http://allrecipes.com/Recipe/6698/
35,Cinnamon Cranraisin Bread,Excellent breakfast bread to be made in bread machine with cinnamon and dried cranberries.,"['3/4 cup warm water', '1 egg, lightly beaten', '1 tablespoon margarine', '2 2/3 cups all-purpose flour', '3 tablespoons dry milk powder', '2 tablespoons white sugar', '2 teaspoons ground cinnamon', '1 teaspoon vanilla extract', '1 teaspoon salt', '1 1/2 teaspoons active dry yeast', '1/2 cup sweetened dried cranberries']","['Place warm water, egg, butter or margarine, flour, powdered milk, sugar, cinnamon, vanilla, salt, and yeast into the bread machine in the order suggested by the manufacturer. Start the machine.', 'After the first rise, add the dried cranberries. Continue baking.']",4.62,102,http://images.media-allrecipes.com/userphotos/250x250/40591.jpg,0,http://allrecipes.com/Recipe/6696/
36,Molasses-Oat Bran Bread,"This recipe for a healthy, semi-sweet, dark, and hearty loaf of bread features molasses and oat bran.","['1 (.25 ounce) package active dry yeast', '1 pinch white sugar', '1 cup warm water', '2 tablespoons butter, melted', '1/3 cup molasses', '1 cup oat bran', '3 cups whole wheat flour', '1/2 teaspoon salt', '1 tablespoon oat bran']","['In a large bowl, dissolve yeast and a pinch of sugar in warm water. Set aside to rest for about 5 minutes.', 'Mix butter or margarine and molasses into yeast. Add 1 cup oat bran, 2 cups flour, and salt. Stir, and add flour as needed to make dough stick together. When dough forms a ball, turn out onto a lightly floured surface. Knead for 8 to 10 minutes, adding flour as needed to make a slightly sticky and moist dough. Place in a buttered bowl, and turn to coat the surface. Cover with a damp cloth, and let rise until doubled in bulk, about 1 1/2 to 2 hours.', 'Punch down, and form into two round or oval loaves. Place on a greased baking sheet, and allow to rise 1 hour, or until loaves have doubled in size. Sprinkle 1 tablespoon oat bran on top of the loaves.', 'Bake in a preheated 350 degrees F (175 degrees C) oven for 35 to 45 minutes, or until the tops are a nice dark brown and the bottoms of the loaves sound hollow when tapped.']",3.88,14,http://images.media-allrecipes.com/userphotos/250x250/855219.jpg,0,http://allrecipes.com/Recipe/6699/
37,Fabulous Homemade Bread,"Best Homemade Bread - 6 loaves in less than 3 hours!  This is a variation of my mother Elaine's recipe.  She is 75, and still makes hers by hand.  I cheat and use a Bosch mixer, that's my time saver.","['1/2 cup warm water', '3 (.25 ounce) packages active dry yeast', '1/4 cup bread flour', '1 tablespoon white sugar', '2 cups quick cooking oats', '2 cups whole wheat flour', '4 1/2 cups warm water', '1 1/2 tablespoons salt', '2/3 cup brown sugar', '2/3 cup vegetable oil', '10 cups bread flour']","['In the mixing bowl of an electric mixer, stir together 1/2 cup warm water, 1 tablespoon sugar, 1/4 cup bread flour, and yeast. Let grow for about 5 minutes. It will bubble almost immediately.', 'Measure oats, 4 1/2 cups warm water, whole wheat flour, salt, 2/3 cup sugar, and 2/3 cup oil into the mixing bowl. Mix on low speed with a dough hook for 1 to 2 minutes. Increase speed slightly, and begin adding bread flour 1/2 to 1 cup at a time until dough pulls away from sides of bowl. Humidity determines how much flour you need before the bread pulls away from the edge of the bowl. It is normal for the dough to be sticky.', 'Place dough in an oiled bowl, and turn to coat the surface. Cover with a damp cloth. Let rise in a warm spot for 1 hour, or until doubled in size.', 'Divide dough into 6 pieces. Shape loaves, and place in greased 8 x 4 inch pans. Let rise until dough is 1 inch above rim of pans, usually 1 hour.', 'Bake at 350 degrees F ( 175 degrees C) for 35 minutes, or until tops are browned. Let cool in pans for 10 minutes, and then turn out onto wire racks to cool completely.']",4.75,507,http://images.media-allrecipes.com/userphotos/560x315/1092454.jpg,0,http://allrecipes.com/Recipe/6700/
38,Persimmon Bread I,"Nice, moist bread.","['2 eggs', '1 1/2 cups all-purpose flour', '3/4 cup white sugar', '1/2 teaspoon salt', '1/2 cup vegetable oil', '1 teaspoon ground cinnamon', '1 cup persimmon pulp', '1/2 cup chopped walnuts', '1 teaspoon baking soda', '1/2 cup raisins']","['Preheat oven to 325 degrees F (165 degrees C). Oil a 9 x 4 inch pan.', 'In a small bowl, combine flour, cinnamon, salt, nuts, and raisins.', 'In a large bowl, blend eggs, sugar, and oil. Mix baking soda into pulp, and add to sugar mixture. Fold in flour mixture. Pour batter into prepared pan.', 'Bake for 75 minutes, or until tester inserted in the center comes out clean.']",4.6,84,http://images.media-allrecipes.com/userphotos/560x315/1690519.jpg,0,http://allrecipes.com/Recipe/6701/
39,Cinnamon Carrot Bread,"I don't remember where I got this recipe, but I have had it for about 20 years.  It is a real good bread.","['3/4 cup white sugar', '1/4 cup packed brown sugar', '3/4 cup sunflower seed oil', '2 cups all-purpose flour', '2 teaspoons baking powder', '1 teaspoon baking soda', '1 teaspoon ground cinnamon', '2 eggs', '1 pinch salt', '1 cup grated carrots', '1/2 cup chopped pecans', '1/2 teaspoon vanilla extract']","['Preheat oven to 350 degrees F (175 Degrees C). Grease and flour a 9 x 5 inch loaf pan.', 'In a large bowl, beat together the sugars and sunflower oil. Sift flour, baking powder, baking soda, cinnamon, and salt into the bowl while stirring occasionally. Beat the eggs together, and gradually stir into the batter until everything is combined. Mix in carrots, pecans, and vanilla until well combined. Pour batter into prepared pan.', 'Bake on middle rack for 60 minutes, or until it tests done. Cool in pan for 10 minutes, and then turn out onto wire rack to cool completely.']",4.17,91,http://images.media-allrecipes.com/userphotos/560x315/1425213.jpg,0,http://allrecipes.com/Recipe/6702/
40,Strawberry Bread II,"My oldest son got this recipe in home economics class in Jr. High years ago, and it is delicious.","['1/2 cup butter, softened', '1 cup white sugar', '2 eggs, separated', '2 cups all-purpose flour', '1 teaspoon baking powder', '1 teaspoon baking soda', '1/2 teaspoon almond extract', '1 (10 ounce) package frozen strawberries - thawed, drained and juice reserved']","['Lightly grease a 9 x 5 inch glass loaf pan, and line with greased waxed paper. Preheat oven to 350 degrees F (175 Degrees C).', 'In a large bowl, cream together butter or margarine, sugar, and almond extract. Separate eggs, and beat in egg yolks one at a time until light and fluffy. Sift flour, baking powder and soda into creamed mixture, and mix thoroughly. Stir in 1/4 cup strawberry juice. Fold in strawberries.', 'In another bowl, beat egg whites until stiff. Fold into strawberry batter. Turn batter into prepared pan. Lightly drop pan to pop any air bubbles.', 'Bake for 50 to 60 minutes, or until tester inserted in the center comes out clean. Cool for 15 minutes in the pan, and then cool completely on a wire rack before slicing.']",4.29,16,http://images.media-allrecipes.com/userphotos/560x315/712001.jpg,0,http://allrecipes.com/Recipe/6703/
